src_code	src_name	dst_name	dst_code	price	is_direct	airlines
cope	Copenhagen	Osaka Kansai International	KIX	1101	False	Qatar Airways, Virgin Australia, Lufthansa, Emirates
cope	Copenhagen	Nairobi Jomo Kenyatta	NBO	462	False	EgyptAir, British Airways, Qatar Airways, Emirates
cope	Copenhagen	Beirut	BEY	255	False	Aeroflot, MEA
cope	Copenhagen	Colombo Bandaranayake	CMB	466	False	Qatar Airways, Virgin Australia, British Airways, Emirates
cope	Copenhagen	Luxembourg	LUX	140	True	SAS
cope	Copenhagen	Riga International	RIX	75	True	Norwegian, airBaltic
cope	Copenhagen	Casablanca Mohamed V.	CMN	181	False	Iberia, Royal Air Maroc
cope	Copenhagen	Marrakech Menara	RAK	198	False	Vueling Airlines, Norwegian
cope	Copenhagen	Podgorica	TGD	228	False	JAT Airways, Montenegro Airlines
cope	Copenhagen	Skopje	SKP	138	False	Pegasus Airlines, Croatia Airlines, Swiss, Turkish Airlines
cope	Copenhagen	Luqa Malta International	MLA	160	True	Norwegian
cope	Copenhagen	Eindhoven	EIN	34	True	transavia
cope	Copenhagen	Amsterdam	AMS	73	True	Norwegian, SAS, KLM
cope	Copenhagen	Bergen	BGO	48	True	Norwegian, SAS
cope	Copenhagen	Oslo Gardermoen	OSL	53	True	Norwegian, SAS, PIA
cope	Copenhagen	Trondheim	TRD	54	True	Norwegian, SAS
cope	Copenhagen	Stavanger	SVG	102	False	Norwegian, SAS
cope	Copenhagen	Oslo Torp	TRF	132	False	Norwegian, Wideroe
cope	Copenhagen	Bodo	BOO	151	False	Norwegian, SAS
cope	Copenhagen	Islamabad	ISB	409	False	Qatar Airways, Emirates, Turkish Airlines, Thai Airways
cope	Copenhagen	Warsaw	WAW	73	True	SAS, LOT
cope	Copenhagen	Warsaw	WAW	70	False	Air Berlin, LOT
cope	Copenhagen	Gdansk	GDN	161	False	Air Berlin, SAS
cope	Copenhagen	Krakow	KRK	162	False	Norwegian
cope	Copenhagen	Lisbon	LIS	229	True	TAP, Norwegian, easyJet
cope	Copenhagen	Lisbon	LIS	184	False	Iberia, Norwegian, easyJet
cope	Copenhagen	Porto	OPO	252	False	TAP, Lufthansa, Brussels Airlines, Air Berlin
cope	Copenhagen	Porto Santo	PXO	438	False	TAP
cope	Copenhagen	Bucharest Otopeni	OTP	177	False	Air Berlin, SAS
cope	Copenhagen	Belgrade Nikola Tesla	BEG	187	True	JAT Airways, Norwegian
cope	Copenhagen	Moscow Sheremetyevo	SVO	195	True	SAS, Aeroflot
cope	Copenhagen	St Petersburg Pulkovo	LED	122	False	Estonian Air, SAS
cope	Copenhagen	Moscow Sheremetyevo	SVO	137	False	Estonian Air, Aeroflot
cope	Copenhagen	Moscow Domodedovo	DME	188	False	FlyNiki, British Airways, Lufthansa, Brussels Airlines
cope	Copenhagen	Stockholm Arlanda	ARN	29	True	Norwegian, SAS
cope	Copenhagen	Stockholm Bromma	BMA	290	False	Brussels Airlines, Finnair
cope	Copenhagen	Singapore Changi	SIN	801	True	Singapore Airlines, Virgin Australia
cope	Copenhagen	Singapore Changi	SIN	463	False	Qatar Airways, Virgin Australia
cope	Copenhagen	Ljubljana	LJU	146	True	Adria
cope	Copenhagen	Bangkok Suvarnabhumi	BKK	444	False	Qatar Airways, SAS, Thai Airways
cope	Copenhagen	Bodrum	BJV	165	True	Primera Air
cope	Copenhagen	Istanbul Sabiha	SAW	187	True	Pegasus Airlines
cope	Copenhagen	Ankara Esenboga	ESB	198	True	Pegasus Airlines, Turkish Airlines
cope	Copenhagen	Konya	KYA	224	True	Pegasus Airlines, Turkish Airlines
cope	Copenhagen	Antalya	AYT	288	True	Pegasus Airlines
cope	Copenhagen	Antalya	AYT	196	False	Pegasus Airlines
cope	Copenhagen	Kayseri	ASR	198	False	Pegasus Airlines
cope	Copenhagen	Ankara Esenboga	ESB	198	False	Pegasus Airlines, Turkish Airlines
cope	Copenhagen	Adana	ADA	208	False	Pegasus Airlines, Turkish Airlines
cope	Copenhagen	Diyarbakir	DIY	225	False	Pegasus Airlines, Turkish Airlines
cope	Copenhagen	Dalaman	DLM	230	False	Pegasus Airlines, Turkish Airlines, Austrian Airlines
cope	Copenhagen	Istanbul Ataturk	IST	621	False	Air France, Turkish Airlines
cope	Copenhagen	Kiev Borispol	KBP	154	False	Estonian Air, British Airways, Lufthansa, Brussels Airlines
cope	Copenhagen	Kiev Zhulhany	IEV	215	False	Vueling Airlines
cope	Copenhagen	Manchester	MAN	35	True	easyJet, SAS
cope	Copenhagen	Edinburgh	EDI	39	True	easyJet, Norwegian
cope	Copenhagen	London Gatwick	LGW	40	True	easyJet, Norwegian
cope	Copenhagen	London Stansted	STN	40	True	easyJet
cope	Copenhagen	Liverpool	LPL	49	True	Norwegian
cope	Copenhagen	Glasgow International	GLA	63	True	bmi regional
cope	Copenhagen	London Heathrow	LHR	64	True	British Airways, SAS
cope	Copenhagen	Bristol	BRS	82	True	easyJet
cope	Copenhagen	London City	LCY	385	False	Lufthansa, Swiss, KLM, Air France
cope	Copenhagen	Birmingham	BHX	433	False	Lufthansa, SAS
cope	Copenhagen	Newcastle	NCL	492	False	Lufthansa, SAS
cope	Copenhagen	Aberdeen	ABZ	670	False	Air France, SAS
cope	Copenhagen	New York John F Kennedy	JFK	1467	True	Air France, KLM, Delta
cope	Copenhagen	New York John F Kennedy	JFK	640	False	Air Berlin, KLM, Delta
cope	Copenhagen	Los Angeles International	LAX	714	False	Aeroflot, British Airways, Lufthansa, Emirates
cope	Copenhagen	Boston Logan International	BOS	1230	False	Air France, British Airways, Lufthansa, Iberia
cope	Copenhagen	Norfolk International	ORF	1302	False	Air France, KLM, Delta
cope	Copenhagen	San Francisco International	SFO	1381	False	Air France, SAS
cope	Copenhagen	Nashville	BNA	1469	False	KLM, Air Canada, Air France, Delta
cope	Copenhagen	Salt Lake City	SLC	1469	False	Air France, KLM, Delta
cope	Copenhagen	New York Newark	EWR	1594	False	TAP, SAS
cope	Copenhagen	New York La Guardia	LGA	1624	False	Air Canada
cope	Copenhagen	Orlando International	MCO	2128	False	Air Canada, British Airways, Lufthansa, KLM
cope	Copenhagen	Tampa International	TPA	2162	False	Swiss, British Airways, KLM, Air Canada
cope	Copenhagen	Denver International	DEN	2631	False	Air Canada, British Airways, Lufthansa, KLM
cope	Copenhagen	Ho Chi Minh City	SGN	436	False	Qatar Airways, Virgin Australia, Lufthansa, Emirates
edin	Edinburgh	Vienna	VIE	179	False	germanwings, Air Berlin
edin	Edinburgh	Sarajevo International	SJJ	166	False	Turkish Airlines
edin	Edinburgh	Brussels S. Charleroi	CRL	20	True	Ryanair
edin	Edinburgh	Brussels International	BRU	87	True	bmi regional, Brussels Airlines
edin	Edinburgh	Sofia	SOF	757	False	Air France, KLM, Turkish Airlines
edin	Edinburgh	Toronto Pearson International	YYZ	722	False	Aer Lingus, Air Canada
edin	Edinburgh	Vancouver International	YVR	1441	False	Virgin Atlantic, British Airways, Lufthansa, KLM
edin	Edinburgh	Geneva	GVA	64	True	easyJet
edin	Edinburgh	Basel Mulhouse Freiburg	BSL	107	True	easyJet
edin	Edinburgh	Zurich	ZRH	140	True	bmi regional
edin	Edinburgh	Zurich	ZRH	119	False	British Airways
edin	Edinburgh	Shanghai Hongqiao	SHA	405	False	British Airways
edin	Edinburgh	Beijing Capital	PEK	455	False	Turkish Airlines, British Airways, Lufthansa, Brussels Airlines
edin	Edinburgh	Guangzhou	CAN	466	False	Turkish Airlines, China Southern, KLM, Air France
edin	Edinburgh	Shanghai Pu Dong	PVG	540	False	Turkish Airlines, British Airways, Lufthansa, Virgin Atlantic
edin	Edinburgh	San Jose Juan Santamaria	SJO	932	False	Iberia, United
edin	Edinburgh	Prague	PRG	62	True	easyJet, Jet2
edin	Edinburgh	Bremen	BRE	25	True	Ryanair
edin	Edinburgh	Memmingen Allgäu	FMM	30	True	Ryanair
edin	Edinburgh	Cologne	CGN	60	True	germanwings
edin	Edinburgh	Hamburg International	HAM	65	True	easyJet
edin	Edinburgh	Munich	MUC	92	True	easyJet
edin	Edinburgh	Frankfurt am Main	FRA	494	True	Lufthansa
edin	Edinburgh	Berlin Tegel	TXL	77	False	germanwings, British Airways, Lufthansa, SAS
edin	Edinburgh	Dusseldorf International	DUS	81	False	Flybe, British Airways, Lufthansa, SAS
edin	Edinburgh	Stuttgart	STR	83	False	Flybe, British Airways, Lufthansa, KLM
edin	Edinburgh	Frankfurt am Main	FRA	114	False	British Airways
edin	Edinburgh	Hannover	HAJ	115	False	Flybe, British Airways, Lufthansa, Brussels Airlines
edin	Edinburgh	Friedrichshafen	FDH	120	False	germanwings, Lufthansa
edin	Edinburgh	Dresden	DRS	130	False	germanwings, Lufthansa, KLM, Air France
edin	Edinburgh	Leipzig	LEJ	167	False	germanwings, Lufthansa
edin	Edinburgh	Nuremberg	NUE	207	False	Flybe, Lufthansa, KLM, Air France
edin	Edinburgh	Copenhagen	CPH	48	True	easyJet, Norwegian
edin	Edinburgh	Aalborg	AAL	110	False	Norwegian, KLM
edin	Edinburgh	Billund	BLL	201	False	Swiss, Ryanair
edin	Edinburgh	Tallinn	TLL	180	False	KLM, Lufthansa, Brussels Airlines
edin	Edinburgh	Cairo	CAI	388	False	Virgin Atlantic, British Airways, Lufthansa, Brussels Airlines
edin	Edinburgh	Malaga	AGP	59	True	Ryanair, Jet2
edin	Edinburgh	Madrid	MAD	96	True	easyJet
edin	Edinburgh	Barcelona	BCN	96	True	Ryanair, Iberia, Vueling Airlines
edin	Edinburgh	Alicante	ALC	111	True	Ryanair, Thomson Flights, Jet2, easyJet
edin	Edinburgh	Tenerife South	TFS	150	True	easyJet, flythomascook, Thomson Flights, Ryanair
edin	Edinburgh	Menorca	MAH	163	True	Jet2, Thomson Flights
edin	Edinburgh	Palma - Majorca	PMI	183	True	Thomson Flights, flythomascook, Jet2, easyJet
edin	Edinburgh	Ibiza	IBZ	96	False	germanwings, Thomson Flights, Jet2
edin	Edinburgh	Palma - Majorca	PMI	119	False	germanwings, flythomascook, Jet2, easyJet
edin	Edinburgh	Lanzarote	ACE	191	False	Iberia, Thomson Flights, Ryanair
edin	Edinburgh	Santander	SDR	421	False	British Airways, Ryanair
edin	Edinburgh	Vigo	VGO	980	False	KLM, Iberia, Vueling Airlines, Air France
edin	Edinburgh	Tampere	TMP	196	False	KLM, SAS
edin	Edinburgh	Helsinki Vantaa	HEL	206	False	Finnair, British Airways, Lufthansa, SAS
edin	Edinburgh	Paris Beauvais	BVA	78	True	Ryanair
edin	Edinburgh	Lyon	LYS	68	False	Flybe, easyJet
edin	Edinburgh	Paris Charles de Gaulle	CDG	76	False	Flybe, KLM, Air France, easyJet
edin	Edinburgh	Nantes	NTE	91	False	Flybe, KLM, Air France
edin	Edinburgh	Paris Orly	ORY	106	False	British Airways, Flybe, Vueling Airlines, KLM
edin	Edinburgh	Nice	NCE	108	False	British Airways, easyJet
edin	Edinburgh	Rennes	RNS	137	False	Flybe, KLM, Air France
edin	Edinburgh	Marseille	MRS	142	False	British Airways, Ryanair
edin	Edinburgh	Toulouse	TLS	143	False	British Airways, Jet2
edin	Edinburgh	Limoges	LIG	149	False	Flybe
edin	Edinburgh	Brest	BES	174	False	Air France, Flybe, KLM
edin	Edinburgh	Poitiers	PIS	581	False	Air France, Ryanair
edin	Edinburgh	Bordeaux	BOD	632	False	Flybe, Ryanair
edin	Edinburgh	Figari Sud Corse	FSC	687	False	British Airways, KLM, Air France
edin	Edinburgh	Guernsey	GCI	116	False	Flybe
edin	Edinburgh	Corfu	CFU	215	False	Air Berlin, Thomson Flights, Ryanair
edin	Edinburgh	Thessaloniki	SKG	225	False	Turkish Airlines, British Airways, germanwings
edin	Edinburgh	Crete Chania	CHQ	374	False	Virgin Atlantic
edin	Edinburgh	Athens International	ATH	673	False	Air France, easyJet
edin	Edinburgh	Dubrovnik	DBV	300	False	Virgin Atlantic, Jet2, easyJet
edin	Edinburgh	Budapest	BUD	877	False	Air France, Jet2
edin	Edinburgh	Dublin	DUB	32	True	Ryanair, Aer Lingus
edin	Edinburgh	Shannon	SNN	54	True	Aer Lingus
edin	Edinburgh	Cork	ORK	92	True	Aer Lingus
edin	Edinburgh	Rome Ciampino	CIA	47	True	Ryanair
edin	Edinburgh	Cagliari	CAG	47	True	Ryanair
edin	Edinburgh	Milan Malpensa	MXP	57	True	easyJet
edin	Edinburgh	Venice Marco Polo	VCE	94	True	Jet2
edin	Edinburgh	Venice Marco Polo	VCE	80	False	germanwings
edin	Edinburgh	Rome Fiumicino	FCO	131	False	British Airways, Lufthansa, Brussels Airlines, Vueling Airlines
edin	Edinburgh	Bologna International	BLQ	144	False	British Airways, Ryanair
edin	Edinburgh	Milan Linate	LIN	158	False	British Airways, Lufthansa, Brussels Airlines, KLM
edin	Edinburgh	Turin	TRN	183	False	British Airways, Lufthansa, Brussels Airlines, KLM
edin	Edinburgh	Florence	FLR	236	False	Air France, Lufthansa, Brussels Airlines, Air Berlin
edin	Edinburgh	Verona International	VRN	251	False	British Airways, Lufthansa, Flybe, KLM
edin	Edinburgh	Pisa	PSA	625	False	Air France, Ryanair
edin	Edinburgh	Milan Bergamo	BGY	684	False	Lufthansa
edin	Edinburgh	Tokyo Haneda	HND	619	False	British Airways, Lufthansa, KLM
edin	Edinburgh	Tokyo Narita	NRT	665	False	Flybe, British Airways, Lufthansa, Virgin Atlantic
edin	Edinburgh	Seoul Incheon Int'l	ICN	464	False	Turkish Airlines, British Airways, Lufthansa, KLM
edin	Edinburgh	Seoul Gimpo	GMP	696	False	British Airways
edin	Edinburgh	Vilnius	VNO	159	False	KLM, Lufthansa, SAS, Brussels Airlines
edin	Edinburgh	Palanga International	PLQ	181	False	KLM
edin	Edinburgh	Riga International	RIX	227	False	Brussels Airlines, Lufthansa, KLM
edin	Edinburgh	Casablanca Mohamed V.	CMN	582	False	Lufthansa, British Airways, Iberia, Brussels Airlines
edin	Edinburgh	Luqa Malta International	MLA	83	True	Ryanair
edin	Edinburgh	Cozumel	CZM	1035	False	Air France, United
edin	Edinburgh	Amsterdam	AMS	55	True	easyJet, KLM
edin	Edinburgh	Rotterdam	RTM	109	False	British Airways, KLM, Air France
edin	Edinburgh	Oslo Torp	TRF	19	True	Ryanair
edin	Edinburgh	Oslo Gardermoen	OSL	58	True	Norwegian
edin	Edinburgh	Krakow	KRK	87	True	easyJet, Ryanair
edin	Edinburgh	Warsaw	WAW	135	False	British Airways, Lufthansa, Flybe, KLM
edin	Edinburgh	Gdansk	GDN	229	False	Air Berlin, Ryanair
edin	Edinburgh	Poznan	POZ	277	False	British Airways, Ryanair
edin	Edinburgh	Katowice	KTW	301	False	British Airways, Ryanair
edin	Edinburgh	Lodz	LCJ	1181	False	bmi regional, Ryanair
edin	Edinburgh	Lisbon	LIS	169	False	British Airways, easyJet
edin	Edinburgh	Faro	FAO	196	False	British Airways, Jet2, Ryanair
edin	Edinburgh	Porto	OPO	686	False	Lufthansa, Brussels Airlines, KLM
edin	Edinburgh	Bucharest Otopeni	OTP	190	False	British Airways, Lufthansa, Brussels Airlines, Vueling Airlines
edin	Edinburgh	Stockholm Skavsta	NYO	19	True	Ryanair
edin	Edinburgh	Gothenburg Save	GSE	38	True	Ryanair
edin	Edinburgh	Gothenburg Landvetter	GOT	98	False	British Airways, Lufthansa, SAS, Brussels Airlines
edin	Edinburgh	Stockholm Arlanda	ARN	105	False	British Airways, SAS, Norwegian
edin	Edinburgh	Bangkok Suvarnabhumi	BKK	918	False	Air France, British Airways, Lufthansa, Brussels Airlines
edin	Edinburgh	Istanbul Ataturk	IST	170	True	Turkish Airlines
edin	Edinburgh	Antalya	AYT	146	False	germanwings, Lufthansa, Air Berlin, Turkish Airlines
edin	Edinburgh	Istanbul Sabiha	SAW	207	False	germanwings
edin	Edinburgh	Birmingham	BHX	31	True	Flybe
edin	Edinburgh	East Midlands	EMA	32	True	Flybe
edin	Edinburgh	London Luton	LTN	32	True	easyJet
edin	Edinburgh	London Stansted	STN	32	True	easyJet
edin	Edinburgh	Belfast City	BHD	33	True	Flybe
edin	Edinburgh	London Southend	SEN	36	True	easyJet
edin	Edinburgh	London Gatwick	LGW	37	True	easyJet, British Airways
edin	Edinburgh	London City	LCY	39	True	CityJet, British Airways, KLM, Air France
edin	Edinburgh	Belfast International	BFS	40	True	easyJet
edin	Edinburgh	Bristol	BRS	40	True	easyJet
edin	Edinburgh	London Heathrow	LHR	45	True	Virgin Atlantic, British Airways
edin	Edinburgh	Southampton	SOU	48	True	Flybe
edin	Edinburgh	Manchester	MAN	52	True	Flybe
edin	Edinburgh	Cardiff	CWL	59	True	Flybe
edin	Edinburgh	Norwich	NWI	64	True	Flybe
edin	Edinburgh	Stornoway	SYY	95	True	Flybe
edin	Edinburgh	Orkney Kirkwall	KOI	109	True	Flybe
edin	Edinburgh	Isle of Man	IOM	124	True	Flybe
edin	Edinburgh	Sumburgh Shetlands	LSI	133	True	Flybe
edin	Edinburgh	Jersey	JER	133	True	Flybe
edin	Edinburgh	Isle of Man	IOM	74	False	British Airways
edin	Edinburgh	Jersey	JER	107	False	Flybe
edin	Edinburgh	Bournemouth	BOH	198	False	Aer Lingus
edin	Edinburgh	Exeter	EXT	200	False	British Airways
edin	Edinburgh	Dallas Fort Worth International	DFW	1104	False	KLM, British Airways, Lufthansa, Air Canada
edin	Edinburgh	Dallas Love Field	DAL	1105	False	KLM
edin	Edinburgh	Maturin	MUN	823	False	Swiss
edin	Edinburgh	Cape Town	CPT	911	False	KLM, British Airways, Iberia, Virgin Atlantic
func	Madeira	Brussels International	BRU	217	False	JetairFly
func	Madeira	Munich	MUC	275	False	Air Berlin, Condor
func	Madeira	Dusseldorf International	DUS	309	False	Air Berlin, Lufthansa
func	Madeira	Berlin Tegel	TXL	315	False	Air Berlin, Lufthansa
func	Madeira	Nantes	NTE	102	True	transavia
func	Madeira	Turin	TRN	148	False	TAP
func	Madeira	Milan Malpensa	MXP	241	False	Air Berlin, Swiss, TAP, Austrian Airlines
func	Madeira	Lisbon	LIS	47	True	easyJet, TAP
func	Madeira	Porto	OPO	68	True	transavia, TAP
func	Madeira	Ponta Delgada	PDL	250	False	TAP, SATA
func	Madeira	Moscow Domodedovo	DME	397	False	TAP, Air Berlin, Swiss, Austrian Airlines
func	Madeira	London Gatwick	LGW	77	True	TAP, flythomascook, Thomson Flights, Monarch
func	Madeira	Birmingham	BHX	86	True	Monarch, flythomascook, Thomson Flights
func	Madeira	Manchester	MAN	114	True	Jet2, flythomascook, Thomson Flights
func	Madeira	London Heathrow	LHR	152	False	TAP
func	Madeira	Bristol	BRS	155	False	TAP, easyJet
func	Madeira	London Stansted	STN	311	False	Air Berlin
func	Madeira	London City	LCY	325	False	Air Berlin, Swiss
fran	Frankfurt	Tirana	TIA	836	False	Lufthansa, British Airways, Alitalia, Turkish Airlines
fran	Frankfurt	Luanda	LAD	822	False	South African Airways, Lufthansa
fran	Frankfurt	Buenos Aires Ministro Pistarini	EZE	3490	True	Lufthansa
fran	Frankfurt	Graz	GRZ	206	False	Air Berlin, Lufthansa
fran	Frankfurt	Melbourne Tullamarine	MEL	615	False	Qantas, Virgin Australia, Lufthansa, Qatar Airways
fran	Frankfurt	Perth	PER	676	False	Qatar Airways, Virgin Australia, Lufthansa, Emirates
fran	Frankfurt	Sydney Kingsford Smith	SYD	813	False	Asiana Airlines, Virgin Australia, British Airways, Lufthansa
fran	Frankfurt	Sofia	SOF	119	True	Bulgaria Air, Lufthansa
fran	Frankfurt	Varna	VAR	153	False	Bulgaria Air, Lufthansa, Aeroflot, Rossiya Airlines
fran	Frankfurt	Recife	REC	555	False	TAM Linhas Aéreas, Condor
fran	Frankfurt	Sao Paulo Guarulhos	GRU	676	False	TAP, Lufthansa, TAM Linhas Aéreas
fran	Frankfurt	Sao Paulo Viracopos	VCP	676	False	TAP, TAM Linhas Aéreas
fran	Frankfurt	Toronto Pearson International	YYZ	2312	True	Lufthansa, Condor, Air Canada
fran	Frankfurt	Calgary	YYC	2777	True	Lufthansa, Condor, Air Canada
fran	Frankfurt	Vancouver International	YVR	2810	True	Lufthansa, Condor
fran	Frankfurt	Toronto Pearson International	YYZ	618	False	Icelandair, Condor, Air Canada
fran	Frankfurt	Halifax International	YHZ	2312	False	United, Condor
fran	Frankfurt	Toronto Island	YTZ	2320	False	Air Canada
fran	Frankfurt	Vancouver International	YVR	2619	False	Lufthansa, Condor
fran	Frankfurt	Calgary	YYC	2619	False	Lufthansa, Condor, Air Canada
fran	Frankfurt	Zurich	ZRH	89	False	Vueling Airlines, Lufthansa, Swiss, Cyprus Airways
fran	Frankfurt	Santiago Arturo Merino Benitez	SCL	1979	False	Air Canada, Lufthansa, Iberia, KLM
fran	Frankfurt	Shenyang	SHE	2611	True	Lufthansa
fran	Frankfurt	Beijing Capital	PEK	2611	True	Lufthansa
fran	Frankfurt	Beijing Capital	PEK	445	False	Qatar Airways
fran	Frankfurt	Guangzhou	CAN	537	False	Aeroflot, Virgin Australia, Ethiopian Airlines, Lufthansa
fran	Frankfurt	Shanghai Pu Dong	PVG	1018	False	SAS, Lufthansa, China Eastern
fran	Frankfurt	Bogota	BOG	2444	True	Lufthansa
fran	Frankfurt	Bogota	BOG	1235	False	Iberia
fran	Frankfurt	Havana	HAV	322	True	Condor
fran	Frankfurt	Larnaca	LCA	159	True	Lufthansa, Condor, Cyprus Airways
fran	Frankfurt	Prague	PRG	524	True	Lufthansa, Czech Airlines
fran	Frankfurt	Dresden	DRS	50	True	Lufthansa
fran	Frankfurt	Bremen	BRE	55	True	TUIfly, Lufthansa
fran	Frankfurt	Friedrichshafen	FDH	60	True	Lufthansa
fran	Frankfurt	Munich	MUC	60	True	Lufthansa, Oman Air
fran	Frankfurt	Hannover	HAJ	62	True	TUIfly, Lufthansa
fran	Frankfurt	Berlin Tegel	TXL	64	True	TUIfly, Lufthansa, Air Berlin
fran	Frankfurt	Hamburg International	HAM	66	True	TUIfly, Lufthansa
fran	Frankfurt	Nuremberg	NUE	82	True	TUIfly, Lufthansa
fran	Frankfurt	Leipzig	LEJ	83	True	TUIfly, Lufthansa
fran	Frankfurt	Munster Osnabruck	FMO	86	True	TUIfly, Lufthansa
fran	Frankfurt	Stuttgart	STR	95	True	TUIfly, Lufthansa
fran	Frankfurt	Dusseldorf International	DUS	219	True	TUIfly, Lufthansa
fran	Frankfurt	Rostock	RLG	176	False	Lufthansa
fran	Frankfurt	Cologne	CGN	193	False	Air Berlin
fran	Frankfurt	Memmingen Allgäu	FMM	220	False	Air Berlin
fran	Frankfurt	Copenhagen	CPH	687	True	Lufthansa, SAS
fran	Frankfurt	Copenhagen	CPH	115	False	Air Berlin, SAS
fran	Frankfurt	Punta Cana	PUJ	927	False	Aeroflot, Condor
fran	Frankfurt	Santo Domingo Las Americas	SDQ	2116	False	United, Condor
fran	Frankfurt	Puerto Plata	POP	3022	False	Air Canada, Condor
fran	Frankfurt	Tallinn	TLL	882	True	Lufthansa
fran	Frankfurt	Tallinn	TLL	112	False	airBaltic
fran	Frankfurt	Hurghada	HRG	194	True	TUIfly, SunExpress, Condor
fran	Frankfurt	Cairo	CAI	213	True	TUIfly, Lufthansa, EgyptAir
fran	Frankfurt	Barcelona	BCN	39	True	Vueling Airlines, Lufthansa, Iberia
fran	Frankfurt	Malaga	AGP	70	True	TUIfly, Lufthansa, Condor
fran	Frankfurt	Fuerteventura	FUE	89	True	TUIfly, Condor
fran	Frankfurt	Madrid	MAD	95	True	TUIfly, Lufthansa, Iberia, Iberia Express
fran	Frankfurt	Alicante	ALC	97	True	TUIfly, Air Berlin
fran	Frankfurt	Palma - Majorca	PMI	104	True	TUIfly, Lufthansa, Air Berlin, Condor
fran	Frankfurt	Gran Canaria Las Palmas	LPA	117	True	TUIfly, Condor
fran	Frankfurt	Tenerife South	TFS	117	True	TUIfly, Air Berlin, Condor
fran	Frankfurt	Jerez	XRY	120	True	Condor, Lufthansa, TUIfly
fran	Frankfurt	Bilbao	BIO	125	True	TUIfly, Lufthansa
fran	Frankfurt	Ibiza	IBZ	172	True	TUIfly, Lufthansa, Air Berlin, Condor
fran	Frankfurt	San Sebastian Fuenteraba	EAS	78	False	Vueling Airlines, Iberia
fran	Frankfurt	Bilbao	BIO	90	False	Vueling Airlines, Lufthansa
fran	Frankfurt	Pamplona	PNA	106	False	Vueling Airlines, Iberia
fran	Frankfurt	Santiago de Compostela	SCQ	107	False	Vueling Airlines, Iberia, Iberia Express, Air Berlin
fran	Frankfurt	Almeria	LEI	113	False	Vueling Airlines, Iberia, Air Berlin
fran	Frankfurt	Ibiza	IBZ	116	False	Vueling Airlines, Lufthansa, Air Berlin, Condor
fran	Frankfurt	Valladolid	VLL	118	False	Vueling Airlines
fran	Frankfurt	Asturias	OVD	121	False	Vueling Airlines, Iberia, Air Berlin
fran	Frankfurt	Granada	GRX	124	False	Vueling Airlines, British Airways, Iberia
fran	Frankfurt	Santander	SDR	125	False	Vueling Airlines, Iberia
fran	Frankfurt	Menorca	MAH	126	False	Vueling Airlines, TUIfly
fran	Frankfurt	Seville	SVQ	128	False	Vueling Airlines, Iberia, Iberia Express, Air Berlin
fran	Frankfurt	Lanzarote	ACE	166	False	Iberia, Condor, TUIfly
fran	Frankfurt	Tenerife North	TFN	173	False	Vueling Airlines, Iberia, Iberia Express
fran	Frankfurt	Valencia	VLC	203	False	Air Berlin, Lufthansa, Iberia, Swiss
fran	Frankfurt	Gerona	GRO	559	False	KLM, JAT Airways
fran	Frankfurt	Addis Ababa	ADD	333	True	Ethiopian Airlines, Lufthansa
fran	Frankfurt	Addis Ababa	ADD	317	False	EgyptAir, Lufthansa
fran	Frankfurt	Helsinki Vantaa	HEL	691	True	Lufthansa, Finnair
fran	Frankfurt	Tampere	TMP	93	False	airBaltic, SAS, Finnair
fran	Frankfurt	Helsinki Vantaa	HEL	278	False	Air Berlin, Finnair
fran	Frankfurt	Paris Charles de Gaulle	CDG	40	True	Air France, Lufthansa, KLM
fran	Frankfurt	Nice	NCE	639	True	Lufthansa
fran	Frankfurt	Lyon	LYS	109	False	Vueling Airlines, Lufthansa
fran	Frankfurt	Bordeaux	BOD	114	False	Vueling Airlines, British Airways, KLM, Air France
fran	Frankfurt	Nice	NCE	118	False	Vueling Airlines
fran	Frankfurt	Paris Orly	ORY	133	False	Air Berlin, British Airways, Vueling Airlines, Alitalia
fran	Frankfurt	Montpellier	MPL	296	False	Alitalia, Lufthansa, KLM, Air France
fran	Frankfurt	Rennes	RNS	688	False	Air France, Vueling Airlines, KLM
fran	Frankfurt	Araxos	GPA	93	True	TUIfly
fran	Frankfurt	Crete Heraklion	HER	121	True	TUIfly, Condor, Aegean Airlines
fran	Frankfurt	Thessaloniki	SKG	169	True	Aegean Airlines
fran	Frankfurt	Athens International	ATH	184	True	TUIfly, Lufthansa, Aegean Airlines
fran	Frankfurt	Rhodes	RHO	127	False	Vueling Airlines, Condor, TUIfly
fran	Frankfurt	Thessaloniki	SKG	162	False	JAT Airways
fran	Frankfurt	Volos	VOL	177	False	FlyNiki, Air Berlin, Austrian Airlines
fran	Frankfurt	Mykonos	JMK	241	False	Air Berlin, Condor
fran	Frankfurt	Crete Chania	CHQ	258	False	Aegean Airlines, Condor
fran	Frankfurt	Corfu	CFU	280	False	Aegean Airlines, Air Berlin, Condor, TUIfly
fran	Frankfurt	Kos	KGS	289	False	Aegean Airlines, Condor, TUIfly
fran	Frankfurt	Santorini (Thira)	JTR	376	False	Air Berlin, SAS, Condor, Swiss
fran	Frankfurt	Zadar	ZAD	225	True	Croatia Airlines
fran	Frankfurt	Dubrovnik	DBV	288	True	Croatia Airlines, Lufthansa, Condor
fran	Frankfurt	Split	SPU	528	True	Lufthansa, Croatia Airlines, Condor
