src_code	src_name	dst_name	dst_code	price	is_direct	airlines
amst	Amsterdam	Dubai	DXB	146	False	Pegasus Airlines, Emirates, KLM, transavia
amst	Amsterdam	Buenos Aires Ministro Pistarini	EZE	1818	True	KLM
amst	Amsterdam	Vienna	VIE	165	False	Vueling Airlines, KLM, Austrian Airlines
amst	Amsterdam	Perth	PER	1011	False	Emirates, Virgin Australia, Cathay Pacific, China Southern
amst	Amsterdam	Baku Heydar Aliyev International	GYD	148	False	Pegasus Airlines, British Airways, Lufthansa, KLM
amst	Amsterdam	Sarajevo International	SJJ	258	False	Croatia Airlines, Lufthansa, Pegasus Airlines, Turkish Airlines
amst	Amsterdam	Brussels International	BRU	264	True	KLM
amst	Amsterdam	Brussels International	BRU	111	False	SAS
amst	Amsterdam	Bourgas	BOJ	176	True	Corendon, transavia
amst	Amsterdam	Varna	VAR	119	False	Bulgaria Air, Aeroflot, Rossiya Airlines, Austrian Airlines
amst	Amsterdam	Bahrain	BAH	314	False	EgyptAir, British Airways, Lufthansa, Etihad Airways
amst	Amsterdam	Bonaire	BON	2342	False	United, ArkeFly
amst	Amsterdam	Sao Paulo Guarulhos	GRU	1818	True	KLM
amst	Amsterdam	Sao Paulo Guarulhos	GRU	530	False	Condor
amst	Amsterdam	Calgary	YYC	1987	True	Delta, KLM
amst	Amsterdam	Toronto Pearson International	YYZ	2036	True	Delta, KLM, ArkeFly
amst	Amsterdam	Vancouver International	YVR	2089	True	Delta, KLM
amst	Amsterdam	Toronto Pearson International	YYZ	476	False	Icelandair, KLM, ArkeFly
amst	Amsterdam	Vancouver International	YVR	946	False	Aer Lingus, KLM
amst	Amsterdam	Calgary	YYC	953	False	Air France, KLM
amst	Amsterdam	Basel Mulhouse Freiburg	BSL	33	True	easyJet, KLM
amst	Amsterdam	Geneva	GVA	36	True	easyJet, KLM
amst	Amsterdam	Zurich	ZRH	385	True	Swiss, KLM
amst	Amsterdam	Zurich	ZRH	153	False	SAS, KLM
amst	Amsterdam	Shanghai Pu Dong	PVG	1694	True	KLM
amst	Amsterdam	Beijing Capital	PEK	1755	True	KLM, China Southern
amst	Amsterdam	Shanghai Pu Dong	PVG	468	False	Aeroflot
amst	Amsterdam	Beijing Capital	PEK	713	False	Emirates, China Southern
amst	Amsterdam	Larnaca	LCA	522	True	KLM, Cyprus Airways
amst	Amsterdam	Larnaca	LCA	468	False	Lufthansa, Cyprus Airways
amst	Amsterdam	Prague	PRG	56	True	easyJet, KLM, Czech Airlines
amst	Amsterdam	Berlin Schoenefeld	SXF	47	True	easyJet
amst	Amsterdam	Munich	MUC	350	True	KLM, Lufthansa
amst	Amsterdam	Berlin Tegel	TXL	353	True	KLM
amst	Amsterdam	Bremen	BRE	356	True	KLM
amst	Amsterdam	Hamburg International	HAM	359	True	KLM, Lufthansa
amst	Amsterdam	Hannover	HAJ	417	True	KLM
amst	Amsterdam	Nuremberg	NUE	422	True	KLM
amst	Amsterdam	Berlin Tegel	TXL	104	False	SAS
amst	Amsterdam	Hamburg International	HAM	110	False	SAS, Lufthansa
amst	Amsterdam	Munich	MUC	150	False	SAS, Lufthansa
amst	Amsterdam	Copenhagen	CPH	80	False	SAS, Norwegian, KLM
amst	Amsterdam	Puerto Plata	POP	2429	False	United, ArkeFly
amst	Amsterdam	Santo Domingo Las Americas	SDQ	2952	False	Air France, KLM, United, Copa
amst	Amsterdam	Quito	UIO	2225	True	KLM
amst	Amsterdam	Tallinn	TLL	190	True	Estonian Air, KLM
amst	Amsterdam	Tallinn	TLL	116	False	airBaltic, KLM
amst	Amsterdam	Cairo	CAI	336	True	EgyptAir, KLM
amst	Amsterdam	Sharm El Sheikh	SSH	157	False	transavia
amst	Amsterdam	Cairo	CAI	248	False	Royal Jordanian, KLM
amst	Amsterdam	Palma - Majorca	PMI	63	True	Vueling Airlines, Iberia, transavia
amst	Amsterdam	Gerona	GRO	64	True	transavia
amst	Amsterdam	Seville	SVQ	72	True	transavia, Iberia, Vueling Airlines
amst	Amsterdam	Valencia	VLC	72	True	transavia, Iberia, Vueling Airlines
amst	Amsterdam	Malaga	AGP	80	True	Vueling Airlines, Iberia, transavia
amst	Amsterdam	Barcelona	BCN	80	True	Vueling Airlines, Iberia, KLM, transavia
amst	Amsterdam	Alicante	ALC	81	True	transavia, Iberia, Vueling Airlines
amst	Amsterdam	Ibiza	IBZ	106	True	transavia, Iberia, Vueling Airlines
amst	Amsterdam	La Palma	SPC	149	True	transavia
amst	Amsterdam	Gran Canaria Las Palmas	LPA	149	True	transavia
amst	Amsterdam	Tenerife South	TFS	183	True	transavia, KLM
amst	Amsterdam	Madrid	MAD	526	True	KLM, Iberia
amst	Amsterdam	San Sebastian Fuenteraba	EAS	120	False	Vueling Airlines, Iberia
amst	Amsterdam	Madrid	MAD	127	False	Vueling Airlines, Iberia
amst	Amsterdam	Bilbao	BIO	135	False	Vueling Airlines, Iberia
amst	Amsterdam	Pamplona	PNA	136	False	Vueling Airlines, Iberia
amst	Amsterdam	Almeria	LEI	141	False	Vueling Airlines, transavia
amst	Amsterdam	Gran Canaria Las Palmas	LPA	143	False	Vueling Airlines
amst	Amsterdam	Santiago de Compostela	SCQ	148	False	Vueling Airlines, Iberia
amst	Amsterdam	Valladolid	VLL	149	False	Vueling Airlines
amst	Amsterdam	Santander	SDR	149	False	Vueling Airlines, Iberia
amst	Amsterdam	Asturias	OVD	149	False	Vueling Airlines, Iberia
amst	Amsterdam	La Coruna	LCG	156	False	Vueling Airlines, Iberia
amst	Amsterdam	Granada	GRX	167	False	Vueling Airlines, British Airways, Iberia
amst	Amsterdam	Menorca	MAH	176	False	Vueling Airlines, transavia
amst	Amsterdam	Vigo	VGO	191	False	Vueling Airlines, Iberia, KLM, Air France
amst	Amsterdam	Tenerife North	TFN	215	False	Vueling Airlines, Iberia, KLM
amst	Amsterdam	Lanzarote	ACE	262	False	Vueling Airlines, transavia
amst	Amsterdam	Helsinki Vantaa	HEL	338	True	Finnair, KLM
amst	Amsterdam	Helsinki Vantaa	HEL	106	False	airBaltic, KLM
amst	Amsterdam	Nice	NCE	42	True	transavia, KLM
amst	Amsterdam	Marseille	MRS	480	True	Air France, KLM
amst	Amsterdam	Toulouse	TLS	493	True	Air France, KLM
amst	Amsterdam	Lyon	LYS	122	False	Vueling Airlines, KLM
amst	Amsterdam	Bordeaux	BOD	147	False	Vueling Airlines, KLM
amst	Amsterdam	Marseille	MRS	155	False	Vueling Airlines, KLM
amst	Amsterdam	Toulouse	TLS	156	False	Air Arabia Maroc, KLM
amst	Amsterdam	Avignon	AVN	199	False	Flybe, KLM, Air France
amst	Amsterdam	Paris Charles de Gaulle	CDG	255	False	Lufthansa, KLM, Air France
amst	Amsterdam	Tbilisi	TBS	104	False	Pegasus Airlines, KLM, Georgian Airways
amst	Amsterdam	Guernsey	GCI	131	False	Flybe, Blue Islands
amst	Amsterdam	Athens International	ATH	106	True	transavia, KLM
amst	Amsterdam	Crete Heraklion	HER	117	True	Corendon, transavia
amst	Amsterdam	Argostoli, Kefallinia	EFL	136	False	transavia
amst	Amsterdam	Rhodes	RHO	181	False	Vueling Airlines, transavia
amst	Amsterdam	Hong Kong International	HKG	1639	True	KLM, Cathay Pacific
amst	Amsterdam	Hong Kong International	HKG	1621	False	Air France, Cathay Pacific
amst	Amsterdam	Zagreb	ZAG	298	True	Croatia Airlines
amst	Amsterdam	Zagreb	ZAG	160	False	Vueling Airlines
amst	Amsterdam	Dubrovnik	DBV	188	False	JAT Airways, British Airways, Lufthansa, SAS
amst	Amsterdam	Split	SPU	225	False	SAS, Croatia Airlines, easyJet
amst	Amsterdam	Dublin	DUB	74	True	Aer Lingus
amst	Amsterdam	Cork	ORK	78	True	Aer Lingus
amst	Amsterdam	Tel Aviv	TLV	308	True	arkia, EL AL Israel Airlines, KLM
amst	Amsterdam	Tel Aviv	TLV	90	False	Pegasus Airlines, EL AL Israel Airlines, KLM
amst	Amsterdam	Delhi	DEL	1350	True	KLM
amst	Amsterdam	Mumbai	BOM	1353	True	KLM, Delta
amst	Amsterdam	Delhi	DEL	339	False	Aeroflot
amst	Amsterdam	Mumbai	BOM	699	False	Emirates, Delta
amst	Amsterdam	Kolkata	CCU	699	False	Emirates, Virgin Australia, Cathay Pacific
amst	Amsterdam	Erbil	EBL	485	False	EgyptAir, transavia
amst	Amsterdam	Reykjavik Keflavik	KEF	113	True	WOW air, Icelandair
amst	Amsterdam	Milan Malpensa	MXP	47	True	easyJet
amst	Amsterdam	Venice Treviso	TSF	55	True	transavia
amst	Amsterdam	Naples International	NAP	64	True	transavia, KLM
amst	Amsterdam	Rome Fiumicino	FCO	78	True	easyJet, KLM, Alitalia
amst	Amsterdam	Pisa	PSA	98	True	transavia
amst	Amsterdam	Verona International	VRN	132	True	transavia
amst	Amsterdam	Venice Marco Polo	VCE	497	True	KLM, Alitalia
amst	Amsterdam	Bologna International	BLQ	497	True	KLM, Alitalia
amst	Amsterdam	Milan Linate	LIN	520	True	Alitalia, KLM
amst	Amsterdam	Florence	FLR	575	True	KLM, Alitalia
amst	Amsterdam	Venice Marco Polo	VCE	123	False	Air Arabia Maroc, Alitalia
amst	Amsterdam	Milan Bergamo	BGY	131	False	Air Arabia Maroc, Lufthansa
amst	Amsterdam	Cuneo Levaldigi	CUF	131	False	Air Arabia Maroc
amst	Amsterdam	Bari	BRI	135	False	Vueling Airlines, British Airways, Lufthansa, Swiss
amst	Amsterdam	Bologna International	BLQ	139	False	Air Arabia Maroc, Alitalia
amst	Amsterdam	Palermo	PMO	148	False	Vueling Airlines, transavia
amst	Amsterdam	Turin	TRN	148	False	Vueling Airlines, KLM, transavia
amst	Amsterdam	Cagliari	CAG	165	False	Vueling Airlines, Lufthansa, SAS, Swiss
amst	Amsterdam	Florence	FLR	174	False	Vueling Airlines, Alitalia
amst	Amsterdam	Milan Linate	LIN	196	False	SAS, KLM
amst	Amsterdam	Genoa	GOA	464	False	Lufthansa, British Airways, Vueling Airlines, KLM
amst	Amsterdam	Catania Fontanarossa	CTA	684	False	Lufthansa, transavia
amst	Amsterdam	Amman Queen Alia	AMM	1097	False	KLM, Royal Jordanian
amst	Amsterdam	Nairobi Jomo Kenyatta	NBO	1731	True	KLM, Kenya Airways
amst	Amsterdam	Nairobi Jomo Kenyatta	NBO	462	False	Condor, Kenya Airways
amst	Amsterdam	Seoul Incheon Int'l	ICN	1742	False	Air France, KLM, Korean Air
amst	Amsterdam	Beirut	BEY	146	False	Pegasus Airlines, British Airways, Lufthansa, Etihad Airways
amst	Amsterdam	Colombo Bandaranayake	CMB	805	False	Emirates, Virgin Australia, British Airways, Etihad Airways
amst	Amsterdam	Vilnius	VNO	97	False	airBaltic, Lufthansa, SAS, Finnair
amst	Amsterdam	Casablanca Mohamed V.	CMN	68	True	Air Arabia Maroc, transavia, Royal Air Maroc
amst	Amsterdam	Tangier Boukhalef	TNG	89	True	Air Arabia Maroc, Royal Air Maroc
amst	Amsterdam	Nador	NDR	148	True	Corendon, Royal Air Maroc
amst	Amsterdam	Agadir	AGA	221	True	transavia
amst	Amsterdam	Marrakech Menara	RAK	221	True	transavia
amst	Amsterdam	Marrakech Menara	RAK	164	False	Vueling Airlines
amst	Amsterdam	Ohrid	OHD	112	True	Corendon
amst	Amsterdam	Luqa Malta International	MLA	85	True	transavia, Air Malta
amst	Amsterdam	Male	MLE	555	False	Aeroflot, British Airways, Etihad Airways, Emirates
amst	Amsterdam	Cancun	CUN	1775	False	KLM, ArkeFly
amst	Amsterdam	Kuala Lumpur International	KUL	1528	True	KLM, Malaysia Airlines
amst	Amsterdam	Kuala Lumpur International	KUL	707	False	Emirates, Malaysia Airlines
amst	Amsterdam	Kuching	KCH	1661	False	KLM, Malaysia Airlines
amst	Amsterdam	Oslo Gardermoen	OSL	58	True	Norwegian, SAS, KLM
amst	Amsterdam	Oslo Torp	TRF	477	True	KLM
amst	Amsterdam	Bergen	BGO	107	False	Norwegian, KLM
amst	Amsterdam	Lima	LIM	2045	True	KLM
amst	Amsterdam	Lima	LIM	1792	False	United
amst	Amsterdam	Warsaw	WAW	110	False	SAS, KLM, LOT
amst	Amsterdam	Wroclaw	WRO	123	False	SAS, Lufthansa, LOT
amst	Amsterdam	Lisbon	LIS	56	True	transavia, KLM, TAP, easyJet
amst	Amsterdam	Porto	OPO	98	True	transavia, TAP
amst	Amsterdam	Faro	FAO	98	True	transavia
amst	Amsterdam	Bucharest Otopeni	OTP	169	False	Vueling Airlines, KLM
amst	Amsterdam	Moscow Sheremetyevo	SVO	611	True	Aeroflot, KLM
amst	Amsterdam	St Petersburg Pulkovo	LED	123	False	airBaltic, KLM, Rossiya Airlines
amst	Amsterdam	Moscow Sheremetyevo	SVO	135	False	SAS, KLM
amst	Amsterdam	Krasnodar	KRR	138	False	Pegasus Airlines, KLM, Aeroflot, Rossiya Airlines
amst	Amsterdam	Moscow Domodedovo	DME	142	False	airBaltic, British Airways, Lufthansa, Swiss
amst	Amsterdam	Ekaterinburg	SVX	289	False	Ukraine International, Lufthansa, KLM, Finnair
amst	Amsterdam	Moscow Vnukovo	VKO	305	False	Turkish Airlines, Lufthansa, Rossiya Airlines, Austrian Airlines
amst	Amsterdam	Samara	KUF	320	False	Ukraine International, Lufthansa, KLM, Czech Airlines
amst	Amsterdam	Dammam	DMM	1119	True	KLM
amst	Amsterdam	Riyadh	RUH	383	False	Air France, British Airways, Lufthansa, Etihad Airways
amst	Amsterdam	Gassim	ELQ	446	False	Air France, Turkish Airlines, EgyptAir, Saudia
amst	Amsterdam	Stockholm Arlanda	ARN	64	True	SAS, Norwegian, KLM
amst	Amsterdam	Gothenburg Landvetter	GOT	564	True	KLM
amst	Amsterdam	Gothenburg Landvetter	GOT	105	False	SAS
amst	Amsterdam	Singapore Changi	SIN	1508	True	KLM, Virgin Australia, Singapore Airlines
amst	Amsterdam	Singapore Changi	SIN	707	False	Emirates, Virgin Australia, Singapore Airlines
amst	Amsterdam	Ljubljana	LJU	422	False	Lufthansa, Adria
amst	Amsterdam	St Maarten	SXM	2400	False	United, KLM
amst	Amsterdam	Bangkok Suvarnabhumi	BKK	1508	True	KLM, China Airlines, EVA Air
amst	Amsterdam	Bangkok Suvarnabhumi	BKK	421	False	Aeroflot, China Airlines, EVA Air
amst	Amsterdam	Istanbul Sabiha	SAW	88	True	Pegasus Airlines, transavia, Turkish Airlines
amst	Amsterdam	Bodrum	BJV	104	True	Corendon, Pegasus Airlines, transavia
amst	Amsterdam	Antalya	AYT	112	True	Corendon, Pegasus Airlines, transavia
amst	Amsterdam	Gazipasa	GZP	118	True	Corendon
amst	Amsterdam	Dalaman	DLM	118	True	Corendon, transavia
amst	Amsterdam	Izmir	ADB	138	True	Corendon, SunExpress, Condor, Pegasus Airlines
amst	Amsterdam	Istanbul Ataturk	IST	214	True	Turkish Airlines, KLM
amst	Amsterdam	Ankara Esenboga	ESB	108	False	Pegasus Airlines, Turkish Airlines
amst	Amsterdam	Kayseri	ASR	118	False	Pegasus Airlines
amst	Amsterdam	Konya	KYA	118	False	Pegasus Airlines
amst	Amsterdam	Diyarbakir	DIY	139	False	Pegasus Airlines, SunExpress, Condor, Turkish Airlines
amst	Amsterdam	Kiev Borispol	KBP	400	True	Ukraine International, KLM
amst	Amsterdam	Donetsk	DOK	84	False	Pegasus Airlines, Lufthansa, KLM, Ukraine International
amst	Amsterdam	Lviv	LWO	170	False	Ukraine International, Lufthansa, KLM, Pegasus Airlines
amst	Amsterdam	Kiev Zhulhany	IEV	181	False	Vueling Airlines
amst	Amsterdam	Odessa Central	ODS	558	False	KLM, Lufthansa, Czech Airlines, Ukraine International
amst	Amsterdam	Newcastle	NCL	29	True	easyJet, KLM
amst	Amsterdam	Bristol	BRS	35	True	easyJet, KLM
amst	Amsterdam	London Stansted	STN	35	True	easyJet
amst	Amsterdam	London Southend	SEN	41	True	easyJet
amst	Amsterdam	London Luton	LTN	41	True	easyJet
amst	Amsterdam	Liverpool	LPL	41	True	easyJet
amst	Amsterdam	Birmingham	BHX	44	True	Flybe, KLM
amst	Amsterdam	Manchester	MAN	45	True	easyJet, KLM
amst	Amsterdam	London Gatwick	LGW	46	True	British Airways, easyJet
amst	Amsterdam	Belfast International	BFS	49	True	easyJet
amst	Amsterdam	Edinburgh	EDI	49	True	easyJet, KLM
amst	Amsterdam	Exeter	EXT	50	True	Flybe
amst	Amsterdam	London City	LCY	52	True	KLM, British Airways, Air France
amst	Amsterdam	Leeds Bradford	LBA	53	True	Jet2, KLM
amst	Amsterdam	East Midlands	EMA	58	True	Flybe
amst	Amsterdam	London Heathrow	LHR	62	True	British Airways, KLM
amst	Amsterdam	Glasgow International	GLA	72	True	easyJet, KLM
amst	Amsterdam	Inverness	INV	78	True	Flybe
amst	Amsterdam	Southampton	SOU	82	True	Flybe
amst	Amsterdam	Cardiff	CWL	510	True	KLM
amst	Amsterdam	Aberdeen	ABZ	516	True	KLM
amst	Amsterdam	Aberdeen	ABZ	107	False	Flybe
amst	Amsterdam	Cardiff	CWL	123	False	Flybe
amst	Amsterdam	Jersey	JER	138	False	Flybe, Blue Islands
amst	Amsterdam	Atlanta Hartsfield-Jackson ATL	ATL	2134	True	KLM, Delta
amst	Amsterdam	New York Newark	EWR	2179	True	Lufthansa, KLM, United, Delta
amst	Amsterdam	New York John F Kennedy	JFK	2190	True	KLM, Delta
amst	Amsterdam	Boston Logan International	BOS	2298	True	KLM, Delta
amst	Amsterdam	Minneapolis St Paul	MSP	2366	True	KLM, Delta
amst	Amsterdam	Seattle / Tacoma International	SEA	2366	True	KLM, Delta
amst	Amsterdam	Los Angeles International	LAX	2366	True	KLM, Delta
amst	Amsterdam	Boise	BOI	1189	False	Icelandair, KLM, United, Delta
amst	Amsterdam	Miami International	MIA	1796	False	TAP, British Airways, Lufthansa, Iberia
amst	Amsterdam	New York Newark	EWR	1803	False	TAP, KLM, United, Delta
amst	Amsterdam	New York John F Kennedy	JFK	2048	False	Air France, Delta
amst	Amsterdam	New York La Guardia	LGA	2181	False	United, KLM, US Airways, Delta
amst	Amsterdam	Boston Logan International	BOS	2223	False	United, Delta
amst	Amsterdam	San Francisco International	SFO	2248	False	Air France, KLM, Delta
amst	Amsterdam	Los Angeles International	LAX	2294	False	United, Delta
amst	Amsterdam	Seattle / Tacoma International	SEA	2357	False	United, Delta
amst	Amsterdam	Sacramento International	SMF	2373	False	United, KLM, US Airways, Delta
amst	Amsterdam	New Orleans Louis Armstrong	MSY	2378	False	United, KLM, US Airways, Delta
amst	Amsterdam	Houston George Bush Intercntl.	IAH	2817	False	Air France, KLM, United, Delta
amst	Amsterdam	Hanoi	HAN	360	False	Vietnam Airlines, Virgin Australia, Cathay Pacific, China Southern
amst	Amsterdam	Ho Chi Minh City	SGN	707	False	Emirates, Virgin Australia, Lufthansa, Etihad Airways
amst	Amsterdam	Cape Town	CPT	1738	True	KLM
amst	Amsterdam	Durban King Shaka International	DUR	746	False	Emirates, KLM
amst	Amsterdam	Cape Town	CPT	746	False	Emirates
athe	Athens	Dubai	DXB	392	True	Emirates
athe	Athens	Tirana	TIA	80	True	belleair, Olympic Air
athe	Athens	Vienna	VIE	101	True	Aegean Airlines, Austrian Airlines
athe	Athens	Melbourne Tullamarine	MEL	742	False	Qatar Airways, Virgin Australia, Etihad Airways, Emirates
athe	Athens	Sarajevo International	SJJ	139	False	JAT Airways, Lufthansa, Turkish Airlines, Austrian Airlines
athe	Athens	Brussels International	BRU	95	True	JetairFly, Brussels Airlines, Aegean Airlines
athe	Athens	Toronto Pearson International	YYZ	678	False	Aeroflot, Air Canada
athe	Athens	Geneva	GVA	145	True	Swiss, easyJet, Aegean Airlines
athe	Athens	Zurich	ZRH	459	True	Swiss
athe	Athens	Zurich	ZRH	155	False	JAT Airways
athe	Athens	Douala	DLA	1395	False	Air France, Brussels Airlines, KLM, Turkish Airlines
athe	Athens	Shanghai Pu Dong	PVG	441	False	Aeroflot, British Airways, Lufthansa, Qatar Airways
athe	Athens	Beijing Capital	PEK	453	False	Aeroflot, British Airways, Lufthansa, Qatar Airways
athe	Athens	Chengdu	CTU	1144	False	KLM, British Airways, Lufthansa, Qatar Airways
athe	Athens	Havana	HAV	686	False	Aeroflot, KLM, Air France
athe	Athens	Larnaca	LCA	87	True	Aegean Airlines, Cyprus Airways
athe	Athens	Prague	PRG	515	False	Air France, Aegean Airlines
athe	Athens	Berlin Schoenefeld	SXF	69	True	easyJet
athe	Athens	Frankfurt am Main	FRA	103	True	Aegean Airlines, Lufthansa
athe	Athens	Munich	MUC	173	True	Lufthansa, Aegean Airlines
athe	Athens	Dusseldorf International	DUS	106	False	Aegean Airlines
athe	Athens	Stuttgart	STR	111	False	Aegean Airlines, germanwings
athe	Athens	Berlin Tegel	TXL	150	False	SAS, Aegean Airlines
athe	Athens	Hannover	HAJ	215	False	Aegean Airlines, British Airways, Lufthansa, SAS
athe	Athens	Copenhagen	CPH	152	True	SAS, Norwegian
athe	Athens	Bilbao	BIO	55	True	Vueling Airlines, Iberia
athe	Athens	Madrid	MAD	164	True	Aegean Airlines, Iberia, Iberia Express
athe	Athens	Barcelona	BCN	548	False	Air France, Iberia, Vueling Airlines, Aegean Airlines
athe	Athens	Helsinki Vantaa	HEL	638	False	Lufthansa, SAS, Norwegian
athe	Athens	Paris Charles de Gaulle	CDG	154	True	Aegean Airlines, KLM, Air France
athe	Athens	Paris Charles de Gaulle	CDG	149	False	SAS, KLM, Air France
athe	Athens	Nice	NCE	170	False	Aegean Airlines, KLM, Air France
athe	Athens	Marseille	MRS	172	False	Turkish Airlines, KLM, Air France
athe	Athens	Paris Orly	ORY	276	False	Aegean Airlines, easyJet
athe	Athens	Lyon	LYS	498	False	Swiss, Aegean Airlines
athe	Athens	Crete Heraklion	HER	42	True	Sky Express, Olympic Air, Aegean Airlines, Cyprus Airways
athe	Athens	Ikaria	JIK	66	True	Olympic Air
athe	Athens	Rhodes	RHO	70	True	Aegean Airlines, Olympic Air, Cyprus Airways
athe	Athens	Corfu	CFU	70	True	Aegean Airlines, Olympic Air
athe	Athens	Samos	SMI	71	True	Olympic Air
athe	Athens	Zante (Zakynthos)	ZTH	72	True	Olympic Air
athe	Athens	Skiathos Island National	JSI	75	True	Olympic Air
athe	Athens	Santorini (Thira)	JTR	79	True	Aegean Airlines, Olympic Air
athe	Athens	Mykonos	JMK	79	True	Aegean Airlines, Olympic Air
athe	Athens	Paros	PAS	83	True	Olympic Air
athe	Athens	Crete Chania	CHQ	85	True	Aegean Airlines, Olympic Air
athe	Athens	Kos	KGS	87	True	Olympic Air, Aegean Airlines
athe	Athens	Mytilene	MJT	87	True	Olympic Air, Aegean Airlines
athe	Athens	Kavala Alexandros	KVA	87	True	Olympic Air
athe	Athens	Kalymnos	JKL	93	True	Olympic Air
athe	Athens	Karpathos	AOK	94	True	Olympic Air
athe	Athens	Ioannina	IOA	107	True	Olympic Air
athe	Athens	Lemnos	LXS	141	True	Olympic Air
athe	Athens	Kozani Philippos	KZI	73	False	Sky Express
athe	Athens	Kastoria Aristotlis	KSO	83	False	Sky Express
athe	Athens	Zagreb	ZAG	225	False	Turkish Airlines, Lufthansa, Brussels Airlines, Croatia Airlines
athe	Athens	Dubrovnik	DBV	230	False	Aegean Airlines, Croatia Airlines
athe	Athens	Dublin	DUB	130	False	SAS, Aer Lingus
athe	Athens	Delhi	DEL	414	False	Aeroflot, British Airways, Lufthansa, Qatar Airways
athe	Athens	Milan Malpensa	MXP	59	True	easyJet, Aegean Airlines
athe	Athens	Rome Fiumicino	FCO	79	True	easyJet, Alitalia, Aegean Airlines
athe	Athens	Venice Marco Polo	VCE	79	True	Air One, Alitalia, Aegean Airlines
athe	Athens	Milan Linate	LIN	152	False	Alitalia, British Airways, Lufthansa, SAS
athe	Athens	Pisa	PSA	164	False	Alitalia, British Airways, Lufthansa, Vueling Airlines
athe	Athens	Florence	FLR	168	False	Alitalia, Lufthansa, Brussels Airlines, Swiss
athe	Athens	Milan Bergamo	BGY	373	False	Lufthansa, Pegasus Airlines
athe	Athens	Amman Queen Alia	AMM	276	False	EgyptAir, Royal Jordanian
athe	Athens	Seoul Incheon Int'l	ICN	577	False	Qatar Airways, British Airways, Lufthansa, Etihad Airways
athe	Athens	Beirut	BEY	276	False	EgyptAir, MEA
athe	Athens	Skopje	SKP	115	False	JAT Airways, Turkish Airlines
athe	Athens	Mexico City Juarez International	MEX	2237	False	Air Canada, British Airways, Lufthansa, KLM
athe	Athens	Amsterdam	AMS	111	True	transavia, KLM
athe	Athens	Oslo Gardermoen	OSL	328	False	Aegean Airlines, SAS, Norwegian
athe	Athens	Oslo Torp	TRF	665	False	Air France, KLM
athe	Athens	Lisbon	LIS	140	False	TAP, British Airways, Lufthansa, Iberia
athe	Athens	Bucharest Otopeni	OTP	76	True	Olympic Air
athe	Athens	Belgrade Nikola Tesla	BEG	100	True	Olympic Air, JAT Airways
athe	Athens	Moscow Domodedovo	DME	176	True	Aegean Airlines, S7 Airlines
athe	Athens	Moscow Sheremetyevo	SVO	220	True	Aeroflot
athe	Athens	Moscow Domodedovo	DME	137	False	Aegean Airlines, S7 Airlines
athe	Athens	St Petersburg Pulkovo	LED	230	False	Aeroflot, Aegean Airlines
athe	Athens	Novosibirsk	OVB	232	False	Ukraine International, Ural Airlines, Turkish Airlines, Aeroflot
athe	Athens	Ekaterinburg	SVX	265	False	Ukraine International, Lufthansa, Alitalia, Turkish Airlines
athe	Athens	Anapa	AAQ	373	False	Aeroflot
athe	Athens	Krasnoyarsk	KJA	400	False	Aeroflot, S7 Airlines
athe	Athens	Stockholm Arlanda	ARN	176	False	SAS, Norwegian
athe	Athens	Bangkok Suvarnabhumi	BKK	1400	False	Air France, British Airways, Lufthansa, Qatar Airways
athe	Athens	Istanbul Ataturk	IST	120	True	Olympic Air, Turkish Airlines, Aegean Airlines
athe	Athens	Izmir	ADB	158	True	Pegasus Airlines
athe	Athens	Istanbul Sabiha	SAW	147	False	Pegasus Airlines
athe	Athens	Adana	ADA	157	False	Pegasus Airlines, Turkish Airlines
athe	Athens	Ankara Esenboga	ESB	172	False	Pegasus Airlines, Turkish Airlines
athe	Athens	Kiev Zhulhany	IEV	87	True	Aegean Airlines, Khors Air
athe	Athens	Kiev Borispol	KBP	143	True	Ukraine International
athe	Athens	Lviv	LWO	184	False	Ukraine International, Khors Air
athe	Athens	Manchester	MAN	108	True	easyJet, Aegean Airlines
athe	Athens	London Heathrow	LHR	150	True	Aegean Airlines, British Airways
athe	Athens	London Gatwick	LGW	181	True	easyJet, Aegean Airlines
athe	Athens	London Gatwick	LGW	130	False	Ukraine International, Aegean Airlines
athe	Athens	Birmingham	BHX	149	False	SAS, Lufthansa, Brussels Airlines, Swiss
athe	Athens	London City	LCY	193	False	Aegean Airlines, Lufthansa, Swiss, KLM
athe	Athens	London Stansted	STN	197	False	Aegean Airlines, germanwings, Pegasus Airlines
athe	Athens	Leeds Bradford	LBA	236	False	British Airways, KLM
athe	Athens	Edinburgh	EDI	620	False	Lufthansa, easyJet
athe	Athens	Bristol	BRS	995	False	Air France, Brussels Airlines, KLM
athe	Athens	Newcastle	NCL	1036	False	SAS, British Airways, Lufthansa, KLM
athe	Athens	New York John F Kennedy	JFK	2011	True	KLM, Delta
athe	Athens	Philadelphia International	PHL	4358	True	Aegean Airlines, US Airways
athe	Athens	New York John F Kennedy	JFK	559	False	EgyptAir, Delta
athe	Athens	New York Newark	EWR	1998	False	Air Canada, British Airways, Lufthansa, SAS
athe	Athens	Philadelphia International	PHL	2125	False	Air Canada, US Airways
athe	Athens	Chicago O'Hare International	ORD	2237	False	Air France, British Airways, Lufthansa, Qatar Airways
athe	Athens	Houston George Bush Intercntl.	IAH	2321	False	Air Canada, British Airways, Lufthansa, Qatar Airways
